,message_id,message_text
1137,459667,"Мне очень зашёл крем для лица (в розовой баночке). Он единственный, кто после пережитого ковида не стал вызывать раздражение на коже. Пользуюсь их тональником, один из лучших в своём ценовом сегменте. Ещё достаточно неплохая пудра (но за полный прайс покупать не советую). Хорошие и добротные тушь и помада"
1138,459666,"Очень советую спарклы ,блеск для губ 03 ,05 оттенок 
Тушь для ресниц - коричневая /фиолетовая 
Маски для лица ( самая топ по моему мнению , эта желтая с витамином С, и персиковая )
Карандаш для губ - Флоренс 
Скраб для тела - из оранжевой линейки , гель для душа

Румяна 01 оттенок, сухие"
1140,458546,"явно этот чат создан не для таких людей , которые постоянно свой негатив выливают на других и постоянно ругаются со всеми , это не так , то не так…. тут все друг другу помогают и советуют , да можно выразить свое мнение , но не в такой форме с наездами на других 🙌"
1141,458517,"Зачем же вы тогда так пишите? ""Оля не рассказывает об этом продукте"", могли бы просто поделиться впечатлениями без упоминаний Оли), что то по типу такого ""девочки, советую присмотреться к крему, мне очень понравился"" и всё, вообще никакого негатива бы данное сообщение не вызвало. Зачем Оле что то припоминать(?"
1142,458271,"Nars ультрастойкий матовый пигмент. Ложиться тонкой вуалью, насыщенный, апликатор с острым кончиком, четко рисует, не растекается за границы. 

Новые помады VonD  хороши.

Но к сожалению ни первое ни второе в РФ не привозят, через посредников только. Но я искренне советую.

Мне еще нравятся помады ив роше, очень приятные, нежные как суфле, увлажняют, эффект вельветовый."
1146,457444,"Азулен и гидролат василька наше все, чтобы снять красноту, и центелла. (И теперь ещё вроде как полынь, но я ещё не пробовала). 
И попробуйте специальным кремом защищать лицо зимой, сильно много посоветовать не могу, помню  в одной подборке советовали крем керамидами, там был Ceramidin и я его купила. У меня он в виде миста, моей коже нравится, зимой защищает хорошо.
#тайноеобществокраснокожих 😁"
1147,457443,"Я в них пока не спец, у меня пока первый и, судя по расходу, он со мной надолго 🤣🤣🤣 и купила я его случайно паровозом, полезла кисти от Миши Видяева (надеюсь, правильно написала) брать, которые Оля советовала, из кукурузного волокна, а у него еще продукты есть, и фиксатор в том числе, а я слышала, что фиксатор - штука полезная, как раз пудру «прибивать» в том числе, вот и купила, раз глаз упал. Мне нравится, все описанные вещи делает именно он в тандеме с пудрой. Может, есть что-то лучше, но об этом я буду думать и выбирать уже по окончании, или повторю этот, пока не знаю."
1148,457426,"Выше советовали Manly pro рассыпушку прозрачную, подписываюсь!!! Сама купила по совету в этом чате именно ее, теперь хочу компактную на всякий, но не бегу, потому что дикой необходимости с собой пудру таскать больше нет. У меня жирнейшая кожа, прям блин блином со сливочным маслом уже через час - полтора после нанесения макияжа. И вот только в 38 лет наконец разработала для себя рабочую схему: праймер (но можно и без него, но с ним лучше), ВВ крем, и все кремовые текстуры, фиксатор макияжа, потом пудру и сухие продукты, еще раз фиксатор. Все. Макияж как прибитый, ничего никуда не плывет, а на моей коже макияж часто не просто блестел, а прям начинал плыть. К вечеру при желании можно разок промокнуть салфеткой, но не критично. Весь день как-будто только накрасилась, удивительно и прекрасно. И пудра как раз Манли Про рассыпушка, в течение дня не трогаю лицо ничем больше."
1149,457136,"девушки! 

посоветуйте пожалуйста светоотражающую пудру🙏🏼❤️ Оля так много советовала, но я все рекомендации растеряла))

была от мэйкап обсешн и вивьен сабо, хочу что-то новенькое, планировала взять шик, но ценник 🫣🫣

заранее спасибо❤️"
1150,457119,"Добрый вечер! До сих пор) Сейчас ещё по холоду если наносить её на неувлажнённые заранее губы - то получается просто кровавое месиво. При этом она так ничего и не делает: и не держится на губах, не вкусно пахнет, не увлажняет - ничего) Была б возможность вернуться свои 23 евро назад - вернула бы :D Так что всё ещё сильно не советую. А если прям сильно хочется - на озоне есть официальная миниатюра в районе 1к - хотя бы не так много потратите, если тоже не понравится)"
1152,454782,"У меня светлый, он был дешевле😅 спонж реально классный из недорогих. Оля ещё Shik советовала, но он подороже. Кстати, я брала пудру внезапно Фаберлик на озоне - она вроде не очень плотная, но еë можно наносить и влажным способом. Шелушения не подчëркивает)
У меня лежит тоже в избранном СС-крем Лимони, но раз вы говорите, что он не очень..."
1154,454349,"О, видимо Оле тоже попалось это в рекомендациях)) Я подписалась на этот канал, плейлисты там просто волшебные, отлично подобранные. Советую ещё ""Позвольте отвезти вас в северную Италию летом 1983"" и ""Вы видите свою предыдущую жизнь через древнюю скульптуру""
Вторая - вообще находка для тех, кто играет в клуб романтики и любит историю ""Арканум"")"
1158,451378,"Три палетки у меня больших, ни одна не понравилась🤭. А вот пудра, которую Оля советовала MUP OBSESSION - классная. Еще что-то от них было, но не запомнилось, значит не зацепило. Хочу румяна от них попробовать"
1159,451209,"Всем привет. Прошу прощения что не по теме. Смотрю Олю периодически. Но не могу вспомнить какую банановую маску для волос всё время советует Оля? То ли VITEX белорусская, то ли Garnier? Напомните, пожалуйста. Хочу попробовать"
1160,451142,"Очень смешно😆. Крем от ланком у меня вызвал такую жутчайшую аллергию, что мама не горюй. И верите Вы или нет, но именно крем от Микролиз дает на моем возрастном веке эффект и всем тем, кому я его советовала. Даже здесь я советовала его девушке с атопией на веках и она мне спасибо сказала, помогло. Может хватит уже думать, что там трава зеленее??? Может посчитаем, сколько тот же Элемис накручивает чисто за бренд, баночку, рекламу, распространение? Я уверена, что в итоге цена крема останется не более, чем у Микролиз. У них масло для тела стоит почти 6 000 за 100 мл, а состав... Кокосовое масло, хоть и с приятной отдушкой. Но ведь покупают и думают, что оно чудодейственное, Элемис плохого не выпустит. Это не эффект плацебо? Если что, я тот человек, который с 2014 года пробует наши неизвестные бренды - отлично. Если кому интересно, зайдити на сп и там отзывы живые почитайте о результатах"
1161,447507,"Я хорошо увлажняю кожу перед нанесением корректора. И обязательно беру корректора совсем немного, наношу тончайшим слоем, тогда почти не скатывается. Много нельзя наносить, иначе тоже скатывается ((( а вообще сейчас перешла на холика холика, его очень хвалила Оля и советовала его. Действительно, очень хороший. И у меня лично при нанесением тонким слоем не скатывается"
1162,446817,"Девушки, доброе утро (или день), подскажите, какие консилеры Ольга советовала по типу Aurora для области вокруг глаз с эффектом подсвечивания? Хочу попробовать что-то другое, но кроме RBG ничего в голову больше не приходит. Может, у белорусских брендов что-то такое есть?"
1165,444931,"Да... НО!) В народе настолько распространился и приелся второй вариант, что в итоге стали правильными оба...можно использовать оба варианта, и ни один не является ошибкой. Мне как то стало интересно, как же правильно на самом деле, я почитала😜 и всем советую сначала уточнить информацию, потом поправлять😝"
1166,443265,"Минутка блогерских рассылок🎁

Только что получила pr-рассылку от [@ostrikovbeauty!](https://t.me/ostrikovbeauty)

У них вышли новинки - ароматические спреи для тела, волос, текстиля и помещений FLOWER SHOP🌸 и YUZU🍊

В это раз бренд просто превзошел себя! Аромат FLOWER SHOP - это шокирующе чистый запах цветочного магазина🙀

А YUZU - это интерпретация их классического суперхитового аромата, как будто чуть более сладкий, чем обычно.

Оба аромата невероятные, но особенно советую обратить внимание на FLOWER SHOP - вас ВСЕ будут спрашивать, чем от вас пахнет! 

P.S.: Свинона говорит большое спасибо за ароматы, но особенно - за такие вкусные листочки и цветочки, до которых она успела добраться😸 Просто так феями цветов не становятся, нужна методичная многолетняя работа по их обгрызанию🌱"
1167,443057,"Смешно советовать блоггеру-миллионнику не тратить деньги на слишком дорогие календари, которые она явно легко может себе позволить. Тем более, что она на этом контенте и зарабатывает. Мне например абсолютно не интересны обзоры золотого яблока и прочих российских магазинов, потому что я не живу в России, а смотрю канал только в сезон адвентов ради новогоднего настроения"
1168,442997,"Оленька, из чаев советую зеленый чай Кертис с манго, или черный банана сплит, офигенно вкусный. Я если и пью то в основном только такие, но обычно мне нравится просто зеленый чай. А кофе мне теперь одну чашку в день только можно пить. Но возможно, кофе на вас особо не действует потому что как раз таки растворимый с молоком возможно не так сильно бодрит). Но я вас понимаю, люблю латте или капучино, они и не прям горячие и кофе)"
1170,442114,"Спасибо, что так легко и просто все разложили)

Теперь буду знать, что мне покупать для канала, а что - нет. 

И что нужно на донаты жить, чтобы вас не расстраивать - тоже.

А пассаж про то, что вы не знаете, тестирую ли я средства из видео вообще максимально идиотский. Я же даже в этих самых видео их на себе показываю!

После вашего неадекватного ответа мне даже интересно стало, кем вы работаете. Оказывается, вы занимаетесь айдентикой и брендингом🤣

И теперь все понятно. Вы по себе судите - кто к вам пришел и денег заплатил, тому вы и делаете. От раковарен до дизайна карточек на Вайлдберрис. Буквально, всем. Надеюсь, вы тестируете все товары с ВБ, для которых карточки делаете, а то нечестно работаете.

Или вы за донаты работаете? Советую вам так сделать, будет намного честнее👆

Алиса, вы зачем-то меня 5 лет смотрите, и у вас такое обо мне плохое мнение, что даже странно.

Не смотрите меня больше, пожалуйста. Я не рада людям, которые меня обвиняют в нечестности. 

И других по себе не судите - это вам так, на будущее совет😉"
1173,441409,"В этом году тоже по совету Оли,заказала 7 февраля адвент сефора в Сдек Шоппинг,доставили после многочисленных звонков в июне только,сложилось ощущение,что в данной организации на вас наплевать!!!Обещают одно-по факту другое.Не советую с ними связываться-почитайте про них ,именно про Сдек Шоппинг,отзывы-удивитесь!"
1175,440038,"Половина комментаторов, которые осуждают название палеток, до слов Ольги вообще не были в курсе о биографии Цветаевой. Почему, зачем, и главное, когда происходили все события. Я не оправдываю ее, но все же советую почитать поподробнее о ней."
1176,439859,"Если кто-то уже задумался о красивых подарках (даже и себе, почему бы и нет😉), то вы найдете шикарные варианты в новом видео.

Для себя советую обратить внимание на кушоны и помады - 🙀🖤

А для близких - набор для релаксации и невероятно ароматный уход для тела.

Новое видео уже ждёт вас на канале😽 

В нем мы посмотрим на удивительно красивый бренд с действительно уникальной концепцией: красота + искусство (да не просто «искусство» в целом, а очень конкретные произведения из лондонского музея V&A)🎁

Приятного просмотра и хорошего всем вечера😽

https://youtu.be/DcE_WE2aQrI"
1177,439538,"Для нейтральной гаммы чаще советуют Makeup revolution Reloaded iconic 2.0 от них же есть палетки серии Forever flawless dynamic если хочется серые, то Ebony, если беж - то Serenity.
Если не хочется мучиться в выборе оттенков бежевого, можно взять палетку Летуаль smokey eyes beige. Если бюджет позволяет, то можно замахнуться на Cremated Jefree Star или Limecrime Venus Immortalis."
1180,437529,"Я пользуюсь Ив Роше. Мне нравятся гели для душа (грейпфрут, манго, кокос, лотос, лаванда, кофе), тушь для ресниц (удлиняющая), подводка (зеленая, фиолетовая), красивые блески для губ. Шампуни у них сильно изменились, стараюсь привыкнуть к новым, но старые нравились больше и были гуще. В их магазинах есть тестеры, так что советую самостоятельно потрогать-попробовать (консультант может и на своей руке показать цвета косметики)."
1182,433877,"Дана, добрый день!

Во-первых, вашу наглость сразу хочется отметить - в своем ответе вы зачем-то ставите артикул ваших сережек. Вы сейчас пытаетесь пользоваться моим аккаунтом как бесплатной рекламной площадкой. Немедленно удалите артикул, для вас тут рекламы не будет.

Отмечу, что я специально нигде не указывала ваши данные, так как у меня не было никакого намерения навредить вашему бизнесу. 
Вы же, как и делают наглые люди, решили воспользоваться этим как возможностью для рекламы.

По вашим пунктам:

1. Любые подтексты определяет лингвистическая экспертиза, а не домыслы. По факту - в посте написано, что вы часть своих фото скопировали с Aliexpress, что очевидно, если сравнить фотографии.

Отмечу, что мешочки и резинки для волос сейчас кладут практически все продавцы, и это не является обоснованием того, что ваш продукт стал более уникальным.

Вы, к сожалению, «воздерживаетесь» от комментариев по поводу наценки, хотя это и является сутью поста. То есть, в своем ответе вы по факту ничего и не ответили.

2. Пожалуйста, приложите сертификаты, подтверждающие ваши слова насчет серебра, из которого изготовлен гвоздь. Кстати, еще один вопрос - у вас в сережках-цветочках в составе указан «натуральный жемчуг». На него у вас тоже есть подтверждающие документы?

3. Неясно, что вы имеете в виду под «оно может быть и в Ленобласти» - что это означает? Вы не уверены, где именно были произведены ваши сережки? Вы же пишете в письме, скрин которого вы прикрепляете позже, что вы «лично курировали исполнение изделия». Так вы их курировали в Ленобласти или все-таки в Zhejiang? Пожалуйста, прикрепите «документы, свидетельствующие о происхождении товара», а также подтверждение вашего «кураторства». 

4. Как ваши сережки, производство которых вы «курировали» оказались у нескольких продавцов на Aliexpress, при этом, с совершенно другими характеристиками?

Кстати, вы ниже советуете людям запрашивать документы по вашим сережкам на ВБ. Но вы же сами пришли доказывать здесь свою правоту (конкретно про вас тут даже никто не писал), вы сами ссылаетесь на некие документы, но почему-то запрашивать эти документу вдруг нужно у ВБ. Почему вы не можете их предоставить?"
1183,433329,"да, я вот не поняла еще индивидуально это или средство было не мое.. я сейчас азелаиновую кислоту использую, и она мне уже очень хорошо помогла, но к ней в дополнение советуют витамин с утром для более быстрого результата…"
1184,432942,"Брала увлажняющий синий, так вот совершенно не советую особенно тем у кого широкие поры - их будет видно за км , Как будто у вас все лицо распахано после акне… которого никогда не было
Ничего не увлажняет особо, и даже с пудрой лежит как маска через 3-4 часа , а по началу ложится красиво 
Полное разочарование"
1187,431034,"La roche posay duo + (в комбинации с умывалкой от ля рош,  пенка) 
Единственный, который справляется с комедонами, увлажняет, не провоцирует новые комедоны.. Аравию выше советовали - ни в коем случае😭 зелёный крем как раз таки типа для проблемной кожи обсыпал  мой лоб комедонами полностью.. поиспользовала неделю, поняла, что от него.. так и стоит полный("
1190,429682,"Я много лет уже Фаберлик беру. У них классные средства для дома. Порошки хорошо отстирывают и без запаха, для аллергиков хорошо подходят. Всё остальное на любителя, что-то очень достойное, что-то проходное, но для дома очень советую"
1193,428494,"Базовое… ммм тонального нет вообще. Консилер, тушь (раньше была Шанель ну щас я не готова её покупать за ту цену за какую она сейчас!) Тушь -  influence с самой тонкой кистью она пушка для меня! Лучше Шанель честно! 
Палетка трио Анастасия там все, что нужно (итальянское лето) супер бронзер там,  не яркая особо и красиво смотрится! Не переборщишь с ней. 
Блеск даже не блеск, а уходовый бальзам бабор такая фигня 🙂 не советую. 
Карандаш для бровей кларанс обожаю! 
Карандаш иногда им пользуюсь для глаз гурмандизм хороший по нанесению! 
И ещё один консилер это для прищей 😃 если они бывают. Для глаз консилер от Сенсай супер хороший не сушит! Около ~ 10.000"
1194,428130,"На всякий случай очень не советую яичный бальзам из Фикса. Он сушит и путает волосы. Грязнит их. После второго раза выбросила, тк началась аллергия на лице. Он как-то впитывается в волосы и все. И потом начинается мочалка.) Еле распутала потом."
1196,427099,"Добрый день! Из выбранных вами наборов я бы взяла Elemis, но, если не набором, то я бы взяла pyunkang yul. В Летуаль у них чуть побольше выбор, ем в ЗЯ. Особенно советую вот этот крем для век - маме точно понравится! https://www.letu.ru/product/116200104"
1197,427074,"Мне кажется, действительно легче и полезнее будет собрать что-то самой. Я так маме (ей 51) дарила уход с витамином С. Он всегда к месту, кожа с ним сияет и становится более увлажненной, также от солнца защищает. Я дарила сыворотку, тоник, крем для лица и крем для век. Сыворотка от корейского бренда, тоник советую от icon skin (у них вообще вся линейка желтая с витамином с бомба), крем для лица bioderma, крем для век swiss image. Все покупала в ЗЯ, скрины на всякий случай тоже кину"
1199,425111,"По совету Оли купила фен щётку (правда тогда она советовала другую, тоже Rowenta, только Ultimate experience)
Укладываю каскад и чёлку шторку, просто шикарно, лучше чем браш и волосы красивые, я приноровилась за 2 укладки прям идеально. Единственное что, она сейчас стоит каких-то безумных денег (на ЯМ сейчас она 12к со скидкой, а я брала со всеми скидками за 7к)
Нл если у вас короткие волосы или чёлка (и вы не дружите с брашем) , оно того стоит. Тут выше писали, что тяжело держать руку поднятой, так вот, с феном щёткой особо и поднимать руку не надо + вы держите её одной рукой, а брашинг это уже тяжело, в одной руке браш и вы его крутите, в другой фен и вы его тоже направляете. Но вообще конечно на вкус и цвет... Советую перед выбором щётки съездить в магазин и подержать в руке, чтобы понять, какая она по размеру и легко ли будет держать."
1202,421243,"Гельтек с эластином и гиалуроновой кислотой. У меня сейчас стоят два корейских тоника, я на них забила даже (причём один очень крутой тайм революшн от Миша, ферст эссенс rx, советую его), юзаю гельтек😅🙈, маме тоже нравится , мы с ней на двоих уже 3 и 4 флакон юзаем,  хорошо увлажняет,, состав отличный, он без спецэффектов, просто базовый, хватает надолго"
1205,419807,"Очень хочу тушь, хайлайтера, пудру и румяна от Эллиан. Ты, Ольга, часто расхваливала их, я вчера пошла в единственный доступный супермаркет с косметикой, и там не оказалось бренда Elian😔 Расстроилась, что не попробывала то, что хотела. Но попробывала другую косметику по твоим советам и осталась в восторге. Я подумала, а Оля, действительно советует то, что нужно))"
1207,416480,"у меня супер требовательная кожа ко всем почти кремам-комбинированная в т-зоне, склонная к покраснениям и высыпаниям, было время когда пользовалась вместо крема тонером с гиалуронкой, мне этого хватало (я знаю, что его надо ""запечатывать"" кремом поверх, но моей коже хватало и тонера), мой косметолог посоветовала мне ultraceuticals, собственно она на нем и работает и хочу сказать, что это лучший крем, который я когда либо использовала: ULTRACEUTICALS ultra moisturiser cream. Он может быть жирноват, но особенно в осенне-зимний период, я думаю идеально. Еще просто молюсь на их матирующий спф крем ultra uv protective daily moisturiser mattifying, это настоящее спасение для меня, до этого были всевозможные корейские спф, от которых были постоянные высыпания, а этот их наоборот как будто сокращает. В общем советую! Да, цена выше средней, но я уже не мелочусь на уход, потому что кажется намного больше денег потратила просто покупая недорогие средства и потом их выкидывая, потому что они мне не подходили. На осень хочу себе еще сыворотку от этого бренда приобрести с ретинолом."
1208,416115,"Присоединяюсь к комментарию выше. Enough 8 peptide !!!
Для его стоимости — большой объем, маленький расход (ну смотря сколько вы на наносите, спонж ещё много продукта впитывает, поэтому советую сперва наносить либо пальчиками, либо кистью, а спонжем затем просто растушевать) spf 50, хорошее увлажнение и покрытие! Я им пользуюсь круглый год, и в пир и в мир! Пока что лучший из всех тональников, которые я пробовала, не считая кушонов клио и бб от эрбориан, ну там уже другой ценовой диапазон."
1209,416084,"skin illusion velvet от кларанс мне очень нравится в последнее время) тоже комби кожа, но есть высыпания. тон не убирает текстуру, но ложится хорошо, носится долго, плюсом мне оттенок подошел идельно) советую попробовать в каком-нибудь рив гоше, поносить и взять, если понравится)"
1216,411899,"Скоро ДР и все свои хотелки со ссылками загрузила в это приложение.Друзья могут забронировать мою хотелку,таким образом не будет одинаковых подарков.А я не вижу кто и что забронировал.Вижу только количество забронированных хотелок

Приложение удобное!
Всем советую"
1218,411342,"я увидела в пирамиде рис басмати и очень сильно удивлена. надо затестить. 
я недавно надыбала просто потрясающие духи, советую если будете в летуале их попробовать. akro bake. нам обычно нравятся одинаковые запахи, как я заметила. А это такая лимонная тарталетка, очень не ""парфюмная"", а вполне настоящая =) мне показалось, что вам бы тоже могли пойти. я их не снимаю :D"
1219,411090,"Кошечки, я тут готовлю себе такие ужины!🤤😍

У меня появился гриль для микроволновки **MIKU**! Слышали о таком?

**MIKU** – молодой российский бренд, который выпускает специальную посуду для приготовления еды в микроволновке и стильные термосы и термокружки.

Я в полном восторге от гриля! Он сделан из особого сплава, который нагревается от микроволн до 200 градусов! Кладете на него стейк, овощи или куриные крылышки - и они готовы через 7-8 минут! И сделаны как на настоящем гриле - сохраняются вкус, сочность и польза! И, конечно, можно приготовить множество других блюд - шаурму, сэндвичи, яичницу🤤🤤

И для всего нужен только гриль и любая микроволновка!👍

Посмотрите, какая красота у меня получилась - стейк из индейки с грибами и кабачаками на гриле! И на весь это ужин я потратила не больше 15 минут🙀

Я очень впечатлена - можно приготовить шикарный завтрак/обед или ужин так быстро и просто - в микроволновке!

А еще у **MIKU** есть классные термокружки! У меня две - объемом по 510 мл!

Суперстильные, тактильно приятные, а главное - держат температуру до 6-ти часов! И не только горячую, но и холодную!

Летом наливайте себе айс кофе и идите на прогулку в парк, а зимой - гуляйте с горячим чаем☀️❄️

На [САЙТЕ MIKU](https://miku-russia.ru/?utm_source=telegram.org&utm_medium=pr&utm_campaign=post_RedAutumn_0723) вы найдете еще больше крутейшей технологичной посуды, а еще - массу рецептов!

А еще там сейчас проходит **АКЦИЯ** со скидкой 25% на все термосы и термокружки, а по **промокоду* REDAUTUMN** у вас будет дополнительная скидка 20% на весь ассортимент от последней цены на сайте!

А еще на сайте действует дополнительная скидка при покупке от 3х товаров, покупать комплектом очень выгодно☺️

Очень вам советую взять посуду **MIKU** себе, а еще - в подарок! Он точно удивит и порадует ваших близких!

*промокод действует 2 недели.

__**реклама. Рекламодатель - ООО «Проект Ы». Erid - LjN8KRozr__"
1221,410912,"Кошечки, напоминаю вам про ПРОМОКОД **REDSUMMER25** с шикарной скидкой 25% на ВСЕ от @holikaholikarussia [на OZON✨](https://vk.cc/cpJWnJ)

Промокод применяется в корзине и действует до 10 августа!

А я вам советую обратить внимание на классные летние находки:

✨Идеальное средство для лета: выравнивающая база под макияж + cолнцезащитный крем для лица в одном **Moisture Make Up Sun Cream**!

Есть в двух финишах: сияющем и матовом! Выравнивает текстуру и тон кожи, работает как легкий CC крем или как классная база под тональный + имеет SPF 50 PA++++

✨Мои любимые пудры **Puri Pore** - просто лучшие на свете прозрачные матирующие пудры! Есть компактная и рассыпчатая.
Компактную я ВСЕГДА и везде ношу с собой - обожаю!

✨Новинка - линейка мягкого, но эффективного ухода для жирной и проблемной кожи **AC MILD** (отлично подойдет и нормальной коже в жаркую погоду!). Средства матируют, снимают красноту и подлечивают воспаления🌿

Все-все от @holikaholikarussia можно найти [ЗДЕСЬ!](https://vk.cc/cpJWnJ)

И не забывайте промокод **REDSUMMER25** ♥️

Вперед, за нашей любимой корейской косметикой!✨

__*Реклама. ООО «ХОЛИКА РИТЕЙЛ»
erid - Kra23goTw__"
1225,410337,"Я целый год сплю на подушке Omnia от [Beauty Sleep!](https://beautysleep.ru/copper?utm_source=telegram&utm_medium=blogger&utm_campaign=olyaredautumn_280723)🙀

Слышали о такой? Это инновационная подушка помогает избежать морщин на лице, следов от наволочки и отеков!👍

Год назад я рассказывала вам о своих первых впечатлениях - а теперь они у меня самые подробные😁

Omnia очень удобная - она поддерживает голову и шею благодаря своей специальной форме. На ней быстро и легко засыпать! У меня, например, больше не затекает ни шея, ни плечо (я обычно сплю на боку). А еще с утра больше нет следов на лице за счет специальных выемок, благодаря которым лицо почти не соприкасается с подушкой и словно парит в воздухе! Ни морщин, ни следов от подушки!✨
 
Косметологи советуют спать именно на такой подушке, поскольку во время сна на обычной подушке хрупкая кожа лица сильно сдавливается, что нарушает кровоток в этих местах, и это негативно влияет на кожу.
 
Форма Omnia продумана ортопедами и косметологами, специально для правильного положения тела, крепкого сна и классного самочувствия и внешнего вида по утрам!
 
И НОВИНКА - подушка теперь идет в комплекте с инновационной наволочкой [Copper Blend,](https://beautysleep.ru/copper?utm_source=telegram&utm_medium=blogger&utm_campaign=olyaredautumn_280723) которая сделана из тенсела с медной нитью! 

Что в ней особенного? Медная нить в составе наволочки имеет антибактериальные свойства, убивает бактерии и защищает кожу от их негативного влияния. Идеально подойдет для чувствительной кожи!
 
И сейчас у Beauty Sleep САМАЯ БОЛЬШАЯ СКИДКА ЗА ВСЕ ВРЕМЯ в честь дня рождения бренда - **ПРОМОКОД RED** дает скидку -15% на весь ассортимент на сайте до 31 июля 2023 года! 

Я, кстати, уже купила подруге на день рождения☺️
 
Всем удачных покупок и сладких снов!♥️🌠

P.S.: сейчас неполадки на сайте, оформить заказ или задать все интересующие вопросы можно через чат-бот @beauty_sleep_chat 
 
__*реклама. Рекламодатель ИП Полупанов Г.В., ИНН 444300109806,
__[__beautysleep.ru__](http://beautysleep.ru/)__
erid: Kra23rB83__"
